id,Тип,Подтверждено риэлтором,Количество розеток,Долгота,Количество зеркал,Цвет стен,Ремонтируется,Перепродажа,Готово к сдаче,Кол-во комнат,Площадь (фут²),Адрес,Широта,Опубликовано,Цена
16879,BHK,1,5,19.015576,2,Оранжевый,0,0,1,3,1086.56284,"Wadala,Maharashtra",72.85144100000001,Dealer,300.0
16880,BHK,0,3,13.0306,3,Голубой,0,1,1,4,3894.736842,"Hennur Road,Bangalore",77.6485,Dealer,370.0
16881,BHK,1,5,12.90579,0,Черный,0,1,1,2,1079.710145,"Uttarahalli,Bangalore",77.54264,Dealer,44.7
16882,BHK,0,6,22.498882,0,Серый,0,1,1,2,750.1630789,"Behala,Kolkata",88.31755600000001,Owner,23.0
16883,BHK,0,3,18.56,1,Белый,0,1,1,2,1050.0718470000002,"Viman Nagar,Pune",73.91,Dealer,95.0
16884,BHK,1,4,13.034709,3,Белый,1,0,0,2,829.8850575,"Mangadu,Chennai",80.105584,Dealer,36.1
16885,BHK,0,3,22.328394,3,Серый,0,1,1,3,1450.025893,"Nizampura,Vadodara",73.176639,Dealer,56.0
16886,BHK,0,6,19.05871,3,Оранжевый,0,1,1,2,1354.025622,"Chembur (East),Lalitpur",72.89969,Dealer,260.0
16887,BHK,0,3,22.901188,0,Золотистый,0,1,1,3,1400.0,"North Office Para,Ranchi",85.66881,Owner,49.0
16888,BHK,1,7,12.8458,1,Синий,1,1,0,2,1217.03854,"Electronic City,Bangalore",77.6727,Dealer,72.0
16889,BHK,0,1,22.35962,1,Бежевый,0,1,1,2,1050.262566,"Vemali,Vadodara",73.187321,Owner,28.0
16890,BHK,0,4,22.242796,2,Синий,0,1,1,3,1000.0,"Anandapur,Kolkata",87.779073,Owner,65.0
16891,BHK,0,2,19.038205,1,Коричневый,0,1,1,1,650.0436596,"Kharghar,Maharashtra",73.06612,Dealer,67.0
16892,BHK,0,0,12.840956,0,Серый,0,1,1,3,3500.228276,"Electronics City Phase 1,Bangalore",77.659441,Dealer,230.0
16893,BHK,1,7,19.737778,0,Розовый,0,1,1,1,525.0154416,"Nandore,Palghar",72.79534,Owner,17.0
16894,BHK,1,0,19.255098,2,Коричневый,0,1,1,3,712.1057986000001,"Hiranandani Estate,Mumbai",72.9815265,Dealer,140.0
16895,BHK,1,2,24.69028,0,Голубой,0,1,1,3,1303.538175,"Manpada,Lalitpur",78.41889,Dealer,140.0
16896,BHK,1,1,19.1615,2,Розовый,0,1,1,2,1290.005529,"Goregaon (East),Lalitpur",72.8731,Dealer,210.0
16897,BHK,0,5,28.588293,1,Розовый,0,1,1,1,600.0375022999999,"Sector-52 Noida,Noida",77.369224,Owner,32.0
16898,BHK,0,6,30.692243,1,Серебристый,0,1,1,3,1900.17735,"Sector 49 D,Chandigarh",76.750614,Dealer,150.0
16899,BHK,0,0,21.107412,2,Серый,0,1,1,2,1100.110011,"Ambika Nagar, Manewada,Nagpur",79.109725,Owner,40.0
16900,BHK,0,2,40.67197199,3,Голубой,0,1,1,3,2133.160957,"Action Area IID,Kolkata",-86.15292909,Dealer,99.0
16901,BHK,0,6,13.096162,0,Красный,0,1,1,3,1992.882562,"Kempapura,Bangalore",77.498685,Dealer,140.0
16902,BHK,0,5,22.54111,0,Серебристый,0,1,1,2,1205.93692,"E M Bypass,Kolkata",88.33778000000001,Dealer,78.0
16903,BHK,0,0,22.288976,1,Коричневый,0,1,1,2,1066.408143,"Bhayli,Vadodara",73.128222,Dealer,22.0
16904,BHK,0,2,26.979452,0,Оранжевый,0,1,1,5,2700.348432,"Murlipura,Jaipur",75.765051,Dealer,93.0
16905,BHK,0,3,22.54111,3,Синий,0,1,1,3,1400.0,"Rajarhat,Kolkata",88.33778000000001,Dealer,42.0
16906,BHK,1,3,19.524064000000003,0,Красный,1,0,0,1,435.413643,"Dighi,Pune",75.057956,Builder,30.0
16907,BHK,0,7,18.52361,0,Белый,0,1,1,3,1512.096774,"Kondhwa,Pune",73.84778,Dealer,90.0
16908,BHK,0,6,12.96991,0,Синий,0,1,1,4,2730.375427,"Ramagondanahalli,Bangalore",77.59796,Dealer,240.0
16909,BHK,1,4,30.662283,1,Синий,1,1,0,3,1885.204082,"Zirakpur,Chandigarh",76.822397,Dealer,73.9
16910,BHK,1,4,18.5823,2,Бежевый,0,1,1,1,694.8640482999999,"Wagholi,Pune",73.983,Dealer,29.9
16911,BHK,0,2,19.043302,3,Синий,0,1,1,3,1714.985708,"Sector-6 Kharghar,Maharashtra",73.061357,Dealer,210.0
16912,BHK,1,3,13.04034,2,Розовый,0,1,1,2,1070.868884,"Hebbal,Bangalore",77.591347,Owner,61.5
16913,BHK,1,4,21.232813,0,Белый,0,1,1,1,650.2554575,"Katargam,Surat",72.832454,Owner,14.0
16914,BHK,1,5,12.8855,1,Красный,1,1,0,4,2689.039475,"Konanakunte,Bangalore",77.5638,Dealer,250.0
16915,BHK,0,1,19.1849,3,Синий,1,1,0,2,805.0120752,"Malad (West),Maharashtra",72.8347,Dealer,230.0
16916,BHK,0,5,22.708876,3,Желтый,0,1,1,1,629.8157454,"Bangali Square,Indore",75.92375,Owner,18.8
16917,BHK,0,3,24.69028,2,Голубой,0,1,1,2,1150.159744,"Taloja Panchanand,Lalitpur",78.41889,Dealer,54.0
16918,BHK,1,6,17.815234,2,Белый,0,1,1,2,1281.503631,"Madhurawada,Visakhapatnam",83.35818,Owner,60.0
16919,BHK,0,5,35.0,1,Зеленый,0,1,1,2,1400.147384,"7th Phase JP Nagar,Bangalore",136.0,Dealer,76.0
16920,BHK,0,1,10.78624,0,Фиолетовый,0,1,1,2,1255.230126,"Puthur,Palakkad",76.66378,Owner,45.0
16921,BHK,1,7,19.05444,2,Розовый,0,1,1,2,834.747767,"Bandra Kurla Complex,Mumbai",72.84056,Dealer,300.0
16922,BHK,0,1,19.216097,3,Коричневый,0,1,1,1,700.0145836,"Sector-8 Charkop,Lalitpur",72.821721,Dealer,96.0
16923,BHK,1,3,19.2167,3,Желтый,1,1,0,2,750.0,"Dombivli (East),Lalitpur",73.0833,Dealer,60.0
16924,BHK,0,2,26.16667,1,Белый,0,1,1,2,1063.007344,"Dhirenpara,Guwahati",91.76667,Owner,55.0
16925,BHK,0,3,12.96368,1,Серый,0,1,1,3,1431.01571,"Tiruneermalai,Chennai",80.11469,Owner,92.0
16926,BHK,0,6,22.312063,3,Бежевый,0,1,1,3,1322.051824,"Vasna Road,Vadodara",72.674296,Dealer,50.0
16927,BHK,0,6,18.5481,3,Фиолетовый,0,1,1,2,942.0864736,"Kalyani Nagar,Pune",73.8995,Dealer,95.0
16928,BHK,0,2,28.874383,2,Коричневый,0,1,1,3,1782.913743,"Kundli,Sonipat",77.113251,Dealer,43.2
16929,BHK,0,0,12.96991,1,Черный,0,1,1,2,950.1187648,"Doddabommasandra,Bangalore",77.59796,Owner,36.0
16930,BHK,1,0,26.900926,1,Желтый,0,1,1,2,1030.181087,"Raj Nagar Extension,Ghaziabad",75.775927,Dealer,25.6
16931,BHK,0,4,28.5216,0,Зеленый,0,1,1,3,1550.087192,"Sector-93 Noida,Noida",77.3863,Dealer,80.0
16932,BHK,1,1,28.488415000000003,0,Оранжевый,0,1,1,4,3499.930001,"Suraj Kund,Faridabad",77.285903,Dealer,250.0
16933,BHK,0,5,24.69028,0,Фиолетовый,0,1,1,4,1405.662813,"Versova,Lalitpur",78.41889,Dealer,490.0
16934,BHK,0,5,28.400824,1,Зеленый,0,0,1,3,1846.153846,"Sector-91 Gurgaon,Gurgaon",76.91959,Dealer,120.0
16935,BHK,0,0,20.919609,1,Оранжевый,0,1,1,2,960.1181684,"Devpur Road, Prabgat Nagar,Dhule",74.78395400000001,Owner,26.0
16936,BHK,1,3,26.900926,0,Черный,0,1,1,2,1125.244618,"Raj Nagar Extension,Ghaziabad",75.775927,Dealer,23.0
16937,BHK,0,6,24.597519,0,Черный,0,1,1,1,355.0821127,"Pratap Nagar,Udaipur",73.747425,Owner,8.0
16938,BHK,0,1,18.476532,0,Черный,0,1,1,1,550.0982318,"Anand Nagar,Pune",73.820689,Dealer,28.0
16939,BHK,1,7,28.406388,0,Коричневый,0,0,1,2,1165.286722,"Sector 86 Faridabad,Faridabad",77.342588,Dealer,38.0
16940,BHK,0,4,22.54111,1,Фиолетовый,0,1,1,2,1303.0463109999998,"Jessore Road,Kolkata",88.33778000000001,Dealer,74.0
16941,BHK,0,0,30.65,0,Серый,0,1,1,3,1500.0,"Zirakpur,Panchkula",76.82,Owner,42.0
16942,BHK,0,5,15.346409,1,Золотистый,0,1,1,2,1170.242407,"Manjunath Nagar,Hubli",75.105163,Owner,42.0
16943,BHK,1,0,18.49667,3,Желтый,1,1,0,2,1000.0,"Hadapsar,Pune",73.94167,Dealer,59.0
16944,BHK,1,4,12.86,3,Золотистый,1,0,0,2,1114.112086,"Sarjapur Road,Bangalore",77.786,Dealer,66.0
16945,BHK,1,0,26.900926,2,Желтый,0,1,1,3,1076.320939,"Raj Nagar Extension,Ghaziabad",75.775927,Dealer,33.0
16946,BHK,0,1,22.337395,0,Желтый,0,1,1,3,2400.548697,"Harni,Vadodara",73.225215,Owner,70.0
16947,BHK,0,3,19.2167,1,Серебристый,1,1,0,1,353.0349618,"Dombivli (East),Lalitpur",73.0833,Dealer,31.0
16948,BHK,1,7,18.96,0,Синий,1,0,0,3,777.9349364,"Ghodbunder Road,Maharashtra",72.82,Dealer,110.0
16949,BHK,1,6,18.5511925,1,Бежевый,0,1,1,4,5655.042413,"Eon Free Zone,Pune",73.94993649999999,Dealer,540.0
16950,BHK,0,0,13.144144,3,Синий,0,1,1,2,820.2833706,"Nelamangala,Bangalore",77.340868,Owner,22.0
16951,BHK,0,0,18.96,3,Черный,0,1,1,1,710.0720996,"Hatkesh Udhog Nagar,Maharashtra",72.82,Dealer,65.0
16952,BHK,0,6,19.02767,0,Черный,0,1,1,3,1232.201533,"Bhakti Park,Lalitpur",72.88001,Dealer,270.0
16953,BHK,0,2,9.930471,2,Зеленый,0,1,1,3,1670.146138,"Kakkanad,Kochi",76.271273,Owner,80.0
16954,BHK,1,0,19.218498,0,Желтый,0,1,1,2,1026.023692,"Majiwada,Lalitpur",72.992114,Dealer,110.0
16955,BHK,0,4,22.50686,2,Зеленый,0,1,1,2,712.0253165,"BataNagar,Kolkata",88.223965,Owner,27.0
16956,BHK,0,3,28.567633,2,Красный,0,1,1,3,1445.0867050000002,"Sector-76 Noida,Noida",77.383124,Owner,90.0
16957,BHK,0,6,12.96991,3,Зеленый,0,1,1,2,1500.0,"Rustam Bagh Layout,Bangalore",77.59796,Owner,75.0
16958,BHK,0,3,21.151992,2,Белый,0,1,1,3,1851.362074,"Althan,Surat",72.81002,Owner,70.0
16959,BHK,0,5,26.832353,1,Оранжевый,0,1,1,3,1300.182482,"Jagatpura,Jaipur",75.841749,Owner,28.5
16960,BHK,1,2,19.164721,0,Серый,0,1,1,1,353.9941224,"Khoni,Maharashtra",73.115978,Dealer,26.5
16961,BHK,0,3,21.143354,2,Зеленый,0,1,1,3,2051.158301,"Vesu,Surat",72.770931,Dealer,85.0
16962,BHK,0,3,20.713256,3,Серебристый,0,1,1,3,1220.32765,"Sawangi,Wardha",78.58041700000001,Owner,36.5
16963,BHK,1,3,28.602325,2,Золотистый,0,1,1,3,1757.706869,"sector-121 Noida,Noida",77.40199399999999,Dealer,130.0
16964,BHK,0,2,23.182972,1,Коричневый,0,1,1,2,1100.110011,"Sargasan,Gandhinagar",72.611485,Owner,40.0
16965,BHK,0,3,30.594843,2,Красный,0,1,1,3,2250.692521,"Dera Bassi,Chandigarh",76.84983000000001,Owner,65.0
16966,BHK,0,6,28.577673,1,Серебристый,0,1,1,2,1230.198854,"Sector-74 Noida,Noida",77.389781,Owner,73.0
16967,BHK,0,4,28.678014,3,Розовый,0,1,1,2,800.0,"Mohan Nagar,Ghaziabad",77.38296,Owner,42.0
16968,BHK,1,0,13.025845,2,Бежевый,0,1,1,3,1814.058957,"Kannamangala,Bangalore",77.770331,Owner,120.0
16969,BHK,0,3,28.574129,2,Золотистый,0,1,1,1,610.0256387999999,"Sector-19 Airoli,Lalitpur",77.322873,Dealer,69.0
16970,BHK,0,1,22.5,1,Оранжевый,0,1,1,3,1484.143103,"Tollygunge,Kolkata",88.35,Dealer,95.0
16971,BHK,0,6,13.007082,0,Зеленый,0,1,1,2,1017.055234,"Kolapakkam,Chennai",80.15149699999999,Owner,65.0
16972,BHK,0,7,26.8626,3,Красный,0,1,1,2,1000.0,"Mansarovar,Jaipur",75.7633,Owner,32.0
16973,BHK,1,1,28.431903,3,Красный,1,1,0,2,898.9197531,"Sector 89 Faridabad,Faridabad",77.36482099999999,Dealer,23.3
16974,BHK,0,4,30.662283,3,Синий,0,1,1,3,1747.572816,"Zirakpur,Chandigarh",76.822397,Dealer,45.0
16975,BHK,1,5,18.627,1,Серый,1,1,0,2,817.0228047999999,"Chinchwad,Pune",73.7829,Dealer,91.0
16976,BHK,1,0,12.8855,2,Белый,0,1,1,4,2726.171244,"Konanakunte,Bangalore",77.5638,Dealer,270.0
16977,BHK,0,6,12.98556,1,Серебристый,0,1,1,3,1500.093756,"CV Raman Nagar,Bangalore",77.66389000000001,Dealer,80.0
16978,BHK,1,2,18.96667,1,Зеленый,1,0,0,3,979.2949077,"Kanchpada,Mumbai",72.83333,Dealer,280.0
16979,BHK,0,0,19.216097,1,Фиолетовый,0,1,1,1,655.0218341,"Sector-8 Ulwe,Maharashtra",72.821721,Dealer,42.0
16980,BHK,0,1,12.86,0,Оранжевый,0,1,1,3,1500.0789519999998,"Sarjapur Road,Bangalore",77.786,Dealer,95.0
16981,BHK,0,1,18.52361,3,Серый,0,1,1,2,1200.05275,"Vishrantwadi,Pune",73.84778,Dealer,91.0
16982,BHK,0,5,24.69028,0,Желтый,0,1,1,3,1285.84287,"Poonam Gardens,Lalitpur",78.41889,Dealer,100.0
16983,BHK,1,1,25.3945,0,Серебристый,1,1,0,3,1267.114094,"Naini,Allahabad",81.8615,Dealer,47.2
16984,BHK,0,7,26.900926,3,Золотистый,0,1,1,4,1695.364238,"Raj Nagar Extension,Ghaziabad",75.775927,Dealer,64.0
16985,BHK,0,4,27.92557,1,Золотистый,0,1,1,3,1250.0,"Dhourra Mafi,Aligarh",78.09344300000001,Owner,38.5
16986,BHK,1,3,24.69028,2,Синий,1,1,0,3,1474.542458,"Kolshet Road,Lalitpur",78.41889,Dealer,170.0
16987,BHK,0,6,13.04034,2,Черный,0,1,1,3,2888.5679370000003,"Hebbal,Bangalore",77.591347,Dealer,260.0
16988,BHK,0,3,18.975268,1,Белый,1,1,0,1,684.4976245,"Karanjade,Mumbai",73.109062,Dealer,38.9
16989,BHK,1,3,12.9847,0,Серебристый,0,1,1,3,1792.114695,"Rajaji Nagar,Bangalore",77.5491,Owner,170.0
16990,BHK,1,4,15.512973,2,Голубой,1,1,0,2,1100.244499,"Sujatha Nagar,Visakhapatnam",80.025795,Owner,45.0
16991,BHK,0,7,20.297114,2,Золотистый,1,1,0,2,1260.162602,"Jayadev Vihar,Bhubaneswar",85.820684,Dealer,62.0
16992,BHK,0,2,26.968933000000003,1,Фиолетовый,0,1,1,3,1100.3757380000002,"Dadi Ka Phatak,Jaipur",75.755339,Dealer,20.5
16993,BHK,1,5,18.996549,2,Голубой,1,0,0,3,1024.06554,"Parel,Lalitpur",72.842967,Dealer,440.0
16994,BHK,0,2,28.568966,2,Коричневый,0,1,1,3,1574.059499,"Sector-29 Noida,Noida",77.335388,Dealer,100.0
16995,BHK,0,5,12.9828,3,Голубой,0,1,1,2,750.1172058,"Anakaputhur,Chennai",80.1264,Owner,32.0
16996,BHK,0,3,22.360655,2,Фиолетовый,0,1,1,2,950.0,"Chhani,Vadodara",73.168216,Owner,28.5
16997,BHK,0,5,18.5823,3,Серый,0,1,1,1,634.0400238,"Wagholi,Pune",73.983,Owner,32.0
16998,BHK,1,0,26.955878,1,Белый,0,1,1,1,420.5838694,"Khazoor Gaon,Barabanki",81.107692,Owner,8.5
16999,BHK,0,3,22.975,3,Розовый,0,1,1,3,1170.212766,"Kalyani Expressway,Kolkata",88.43444000000001,Owner,33.0
17000,BHK,0,5,12.91716,2,Синий,0,1,1,3,1489.212008,"Medavakkam,Chennai",80.19287,Dealer,63.5
17001,BHK,0,7,18.556218,2,Черный,0,1,1,3,1519.448947,"Aundh,Pune",73.81130300000001,Dealer,150.0
17002,BHK,0,1,22.5922,1,Бежевый,0,1,1,3,1757.126123,"New Town,Kolkata",88.484911,Dealer,90.0
17003,BHK,1,0,12.840956,1,Черный,1,0,0,1,618.0811808,"Electronics City Phase 1,Bangalore",77.659441,Dealer,33.5
17004,BHK,0,5,12.86,2,Розовый,0,1,1,3,1489.288578,"Sarjapur Road,Bangalore",77.786,Dealer,130.0
17005,BHK,1,6,18.96667,0,Желтый,0,1,1,4,1950.078003,"Pokhran-2,Mumbai",72.83333,Dealer,300.0
17006,BHK,0,5,23.25,2,Бежевый,0,1,1,3,725.0524709,"Jawahar Chowk,Bhopal",77.41667,Owner,38.0
17007,BHK,0,2,20.098413,1,Серебристый,0,1,1,2,1250.0,"Suraksha Nagar,Bangalore",79.10786,Dealer,67.0
17008,BHK,0,0,19.141644,0,Белый,0,1,1,2,1150.012778,"Jogeshwari (West),Lalitpur",72.842908,Dealer,180.0
17009,BHK,0,7,24.619425,0,Голубой,0,1,1,3,1883.239171,"Fatehpura,Udaipur",73.685749,Owner,70.0
17010,BHK,0,3,26.532207,0,Коричневый,0,1,1,2,715.0518413,"Jaisinghpura,Jaipur",75.520538,Owner,20.0
17011,BHK,0,2,18.205923,2,Золотистый,0,1,1,1,600.0,"Kasar vadavali,Mumbai",72.99918199999999,Dealer,66.0
17012,BHK,0,5,19.083336,1,Синий,0,1,1,4,2600.028889,"Santacruz (West),Lalitpur",72.83666,Dealer,900.0
17013,BHK,0,6,26.9358,0,Розовый,0,1,1,3,1450.589302,"Gokulpura,Jaipur",75.7174,Owner,32.0
17014,BHK,0,4,24.545961,0,Оранжевый,0,0,1,1,823.3333332999999,"Hiran Magri,Udaipur",73.701494,Dealer,24.7
17015,BHK,0,6,28.671102,1,Серый,0,1,1,2,8723.404255,"Rampuri,Ghaziabad",77.329251,Owner,41.0
17016,BHK,0,5,12.833224,1,Серый,0,1,1,2,1063.100137,"Siruseri,Chennai",80.210726,Owner,62.0
17017,BHK,0,3,18.496129,0,Желтый,0,1,1,1,600.0521785,"Wanwadi,Pune",73.892902,Owner,46.0
17018,BHK,0,3,12.96991,3,Коричневый,0,1,1,2,986.1932939,"S R Layout,Bangalore",77.59796,Owner,50.0
17019,BHK,1,6,18.6182,0,Фиолетовый,1,1,0,2,910.1040119,"Tathawade,Pune",73.7447,Dealer,49.0
17020,BHK,0,2,21.105627,0,Серебристый,0,1,1,2,1000.0,"Sanskar mandal,Bhavnagar",71.57725500000001,Owner,25.0
17021,BHK,1,1,28.25,3,Красный,1,1,0,3,745.8912769,"Sohna,Gurgaon",77.07,Dealer,23.6
17022,BHK,1,6,19.2836,2,Зеленый,1,0,0,1,409.015025,"Mira Road East,Mumbai",72.8675,Dealer,49.0
17023,BHK,0,3,26.938677,0,Золотистый,1,1,0,1,500.0,"mati mandi,Barabanki",81.085782,Owner,15.0
17024,BHK,0,3,21.08938,3,Синий,0,1,1,2,823.0452675,"Isasani,Nagpur",79.003698,Owner,20.0
17025,BHK,0,3,18.205923,0,Синий,0,1,1,2,980.0530382,"Kasar vadavali,Mumbai",72.99918199999999,Dealer,85.0
17026,BHK,0,5,19.038205,3,Фиолетовый,0,1,1,2,1239.815799,"Kharghar,Mumbai",73.06612,Dealer,140.0
17027,BHK,0,1,19.068492000000003,2,Зеленый,0,1,1,2,1021.907134,"Tilak Nagar,Mumbai",72.898896,Dealer,160.0
17028,BHK,0,4,13.09,2,Голубой,0,1,1,1,575.0798722,"Oragadam,Chennai",80.27,Owner,18.0
17029,BHK,0,2,13.042089,0,Зеленый,0,1,1,2,820.035461,"Kattupakkam,Chennai",80.124264,Dealer,37.0
17030,BHK,0,6,19.696531,3,Черный,0,1,1,1,540.0914001,"Palghar,Palghar",72.767746,Owner,13.0
17031,BHK,0,7,13.034709,3,Белый,0,1,1,2,1199.760048,"Mangadu,Chennai",80.105584,Owner,40.0
17032,BHK,1,4,28.602325,0,Золотистый,1,1,0,3,1348.604614,"sector-121 Noida,Noida",77.40199399999999,Dealer,83.6
17033,BHK,0,5,12.843566,2,Синий,0,1,1,2,1312.139962,"Doddathoguru,Bangalore",77.652108,Owner,61.5
17034,BHK,1,0,18.5853,1,Розовый,0,1,1,2,837.0616251,"Hinjewadi,Pune",73.7413,Dealer,58.0
17035,BHK,0,1,26.91667,2,Фиолетовый,1,1,0,3,1291.364003,"Chitrakoot,Jaipur",75.86667,Dealer,32.0
17036,BHK,0,7,12.876691,3,Оранжевый,0,1,1,3,1680.235579,"Hulimavu,Bangalore",77.59908,Dealer,97.0
17037,BHK,0,0,19.0247,0,Оранжевый,0,1,1,2,1050.105011,"Neral Railway Station,Karjat",73.3169,Owner,35.0
17038,BHK,1,0,24.69028,1,Серебристый,1,0,0,1,472.0161834,"Kolshet Road,Lalitpur",78.41889,Dealer,70.0
17039,BHK,1,5,18.097689000000003,1,Золотистый,1,1,0,2,1065.088757,"Balewadi,Pune",74.735239,Dealer,72.0
17040,BHK,0,0,12.957468,2,Розовый,0,1,1,2,950.0777336,"Nagarbhavi,Bangalore",77.516563,Owner,55.0
17041,BHK,0,7,22.5922,1,Фиолетовый,0,1,1,3,1474.926254,"New Town,Kolkata",88.484911,Dealer,110.0
17042,BHK,0,3,18.5823,1,Оранжевый,0,1,1,2,860.0,"Wagholi,Pune",73.983,Owner,43.0
17043,BHK,1,3,26.903207,0,Бежевый,0,1,1,4,2696.109899,"Sethi Colony,Jaipur",75.840568,Owner,210.0
17044,BHK,1,6,26.80382,1,Розовый,1,1,0,3,1733.860994,"Mastemau,Lucknow",81.028655,Dealer,70.1
17045,BHK,0,7,22.403867,0,Зеленый,1,1,0,2,870.1705534,"Garia,Kolkata",88.47000600000001,Owner,25.0
17046,BHK,1,3,30.4571,3,Черный,0,1,1,3,1579.20311,"Mussoorie Road,Dehradun",78.055,Dealer,65.0
17047,BHK,0,3,22.538659,0,Черный,0,1,1,4,2118.644068,"Park Circus,Kolkata",88.369352,Dealer,200.0
17048,BHK,1,0,18.669919,2,Фиолетовый,0,1,1,1,470.0162075,"Moshi,Pune",73.853723,Dealer,29.0
17049,BHK,0,3,22.271214,0,Красный,0,1,1,1,560.1317957,"Manjalpur,Vadodara",73.188827,Owner,17.0
17050,BHK,0,5,19.154484,3,Черный,0,1,1,2,567.0103092999999,"MIDC,Ahmednagar",74.696557,Owner,22.0
17051,BHK,1,3,28.50437,2,Фиолетовый,1,0,0,4,1650.9722390000002,"Sector-106 Gurgaon,Gurgaon",76.996356,Dealer,270.0
17052,BHK,1,3,30.65,0,Зеленый,1,1,0,3,1475.198626,"Zirakpur,Mohali",76.82,Dealer,68.7
17053,BHK,1,2,28.558047,2,Желтый,0,1,1,3,1735.194266,"Sector-79 Noida,Noida",77.392752,Dealer,92.0
17054,BHK,0,7,12.8458,0,Розовый,1,1,0,2,963.3333332999998,"Electronic City,Bangalore",77.6727,Dealer,28.9
17055,BHK,0,4,12.261327,2,Серый,0,1,1,3,1500.272777,"J.P Nagar,Mysore",76.644706,Dealer,55.0
17056,BHK,0,7,28.9196,1,Коричневый,0,1,1,3,1268.2244859999998,"Ahinsa Khand 2,Ghaziabad",76.8972,Dealer,63.5
17057,BHK,0,1,27.221766,2,Оранжевый,0,1,1,2,850.2772643,"Shivam Enclave Kamla Nagar Ajwa Road,Vadodara",78.026673,Owner,23.0
17058,BHK,1,1,28.560719,2,Голубой,0,1,1,3,1390.076989,"Sector-78 Noida,Noida",77.386208,Owner,65.0
17059,BHK,0,7,22.486821,0,Фиолетовый,0,1,1,3,1090.215318,"Maheshtala,Kolkata",88.233267,Owner,40.0
17060,BHK,0,5,12.919987,1,Оранжевый,0,1,1,2,1200.0,"Kengeri Hobli,Bangalore",77.489265,Dealer,42.0
17061,BHK,0,6,18.967801,3,Серебристый,0,1,1,5,6599.975486,"Breach Candy,Mumbai",72.804393,Dealer,7000.0
17062,BHK,1,1,20.45,3,Коричневый,1,1,0,3,1400.0,"Trisulia,Cuttack",85.86667,Dealer,54.6
17063,BHK,0,5,12.9974,1,Серебристый,0,1,1,1,450.0703235,"Kundrathur,Chennai",80.0966,Owner,16.0
17064,BHK,0,5,19.038205,2,Фиолетовый,0,1,1,2,1052.2288119999998,"Kharghar,Maharashtra",73.06612,Dealer,110.0
17065,BHK,0,5,19.218498,1,Коричневый,0,1,1,2,1107.419712,"Majiwada,Mumbai",72.992114,Dealer,130.0
17066,BHK,0,4,20.26444,0,Фиолетовый,0,1,1,3,1668.141593,"Pahala,Bhubaneswar",85.82806,Dealer,75.4
17067,BHK,0,4,28.427662,0,Серебристый,0,1,1,3,2249.851983,"Sector 87 Faridabad,Faridabad",77.339119,Dealer,38.0
17068,BHK,0,6,28.468976,3,Золотистый,0,1,1,1,700.280112,"Sanjay Colony,Ghaziabad",77.026401,Owner,5.0
17069,BHK,0,3,13.08389,2,Желтый,0,1,1,3,998.1628904,"Ramnagar,Chennai",80.27,Owner,48.9
17070,BHK,0,1,17.45,0,Розовый,0,1,1,1,600.0,"Tarapuri Colony,Secunderabad",78.5,Owner,18.0
17071,BHK,1,0,30.762317,3,Фиолетовый,0,0,1,2,1067.25735,"Sector 2B Vasundhara,Ghaziabad",76.792426,Builder,53.0
17072,BHK,0,6,18.911897,0,Серебристый,0,1,1,1,595.1068988,"Bhisegaon,Karjat",73.31840799999999,Owner,27.0
17073,BHK,0,1,12.96991,2,Желтый,0,1,1,2,1160.092807,"Annasandrapalya,Bangalore",77.59796,Dealer,45.0
17074,BHK,0,1,26.850391,1,Черный,0,1,1,2,5000.0,"Malviya Nagar,Jaipur",75.814198,Owner,85.0
17075,BHK,1,4,24.69028,0,Зеленый,0,1,1,3,1948.460088,"Wadala,Lalitpur",78.41889,Dealer,310.0
17076,BHK,1,7,18.96667,0,Голубой,1,0,0,2,363.4152932,"Karjat,Mumbai",72.83333,Builder,26.9
17077,BHK,1,2,12.9958935,2,Серебристый,0,1,1,2,1216.051885,"Whitefield,Bangalore",77.761394,Dealer,90.0
17078,BHK,0,2,28.5485585,3,Голубой,0,1,1,1,225.0045364,"Tardeo, A C Market, RTO, Police Colony,Mumbai",77.251249,Dealer,62.0
17079,BHK,0,4,26.163543,0,Бежевый,0,1,1,3,850.0303582,"Pandu,Guwahati",91.684482,Owner,42.0
17080,BHK,0,7,12.91668,3,Розовый,0,1,1,5,5299.954894,"Iblur Village,Bangalore",77.59196,Dealer,470.0
17081,BHK,0,1,18.475864,3,Красный,0,1,1,4,3705.010586,"NIBM,Pune",73.89000899999999,Dealer,210.0
17082,BHK,0,5,19.216097,3,Голубой,0,1,1,1,639.9317406,"Sector-8 Ulwe,Maharashtra",72.821721,Dealer,45.0
17083,BHK,0,5,21.158649,1,Фиолетовый,0,1,1,4,2962.962963,"New City Light,Surat",72.800282,Owner,160.0
17084,BHK,0,6,14.433329999999998,3,Серый,0,1,1,2,1350.438893,"Muttukuru,Nellore",79.96667,Owner,40.0
17085,BHK,1,5,28.5035,2,Серебристый,0,1,1,2,990.0990099,"Sector-143 Noida,Noida",77.426447,Owner,45.0
17086,BHK,0,7,12.892154,3,Оранжевый,1,1,0,2,1160.247266,"Vijaya Bank Layout,Bangalore",77.611767,Dealer,48.8
17087,BHK,0,6,17.7,3,Голубой,0,1,1,2,950.209046,"Tagarapu Valasa,Visakhapatnam",83.25,Owner,25.0
